order_id,payment_sequential,payment_type,payment_installments,payment_value
00611822267e76e0055c25c18506f06e,1,credit_card,3,180.21
0011d82c4b53e22e84023405fb467e57,1,credit_card,2,315.33
0110688c40ff035d672af3aac1f38f10,1,credit_card,7,458.94
010ff1cfe12f3094577e72b7bcecdf98,1,credit_card,1,262.24
00584d79015452d19fd3d044ba3abdc0,1,credit_card,3,122.17
0070092bb6004faafa287e5fc35971e9,1,credit_card,2,163.06
0045f5225a96ef46630701167528fdcb,1,boleto,1,110.41
00275bce676303c3bfd7292aefdfa223,1,boleto,1,293.36
00bd50cdd31bd22e9081e6e2d5b3577b,1,credit_card,1,4.88
00c95282163553a982f38481f9488481,4,voucher,1,20.0
009e11afa25aa95ae78e60a793995c9b,1,credit_card,1,65.14
00921e4911895b93c7b4fc0d80c0815e,1,credit_card,1,96.62
01422b2c3c27fa3bc464e72eaed9676b,1,credit_card,1,46.72
0028de0ca693a1bb26448916a81105cc,1,boleto,1,45.3
00054e8431b9d7675808bcb819fb4a32,1,credit_card,1,31.75
002834535f7a609a5c68266f173fa59e,1,boleto,1,57.17
00975e709cd12c34d3bd44e4a7f7a876,1,credit_card,2,94.66
010f223ddbec749e95ef3f5414f9c4ee,1,credit_card,4,97.43
00482f2670787292280e0a8153d82467,1,boleto,1,18.56
00bd2cb7e9076e1ccc9f766fc01a4cfd,1,credit_card,2,112.62
00750f68bb64537034e93554c64b41b5,1,credit_card,4,137.16
0014ae671de39511f7575066200733b7,1,boleto,1,30.6
0103878b7ed86b6ec873cfae01379472,1,credit_card,1,265.36
003822434f91204da0a51fe4cf2aba18,1,boleto,1,175.16
013bc77d3ca5fba084a241fdcb307393,1,voucher,1,19.37
0026a368634b6e6f34f33b1499773a30,1,credit_card,1,164.8
0009c9a17f916a706d71784483a5d643,1,credit_card,6,650.34
00571ded73b3c061925584feab0db425,1,credit_card,4,389.82
007c7cb12ef3567531307ca78d395758,1,credit_card,2,195.0
011a43bc9bb525517251ebb3ebc99b69,1,credit_card,10,920.2
00063b381e2406b52ad429470734ebd5,1,credit_card,5,57.98
00ab210695a17fe10e6b23616ae5bc97,1,credit_card,1,46.53
006cb7cafc99b29548d4f412c7f9f493,1,credit_card,3,70.14
00c9f7d4b0e87781465e562dc109f6aa,1,credit_card,10,120.36
008a1b3db2a8bf63418c2cf7c7f494b1,1,credit_card,3,33.12
008f831b7185cff7ab35a46c37d64cd2,1,credit_card,5,286.09
00cee8a4dbb042385cbbd84699e78b2e,1,credit_card,1,69.07
011c899816ea29773525bd3322dbb6aa,1,boleto,1,99.9
00276d5c3491fbf55305e26891040df9,1,credit_card,6,68.12
00324b3eda39ba5ecce3945823e3594c,1,boleto,1,110.07
00998f38df3012359ef195ca75ebb329,1,credit_card,7,143.24
00337fe25a3780b3424d9ad7c5a4b35e,1,credit_card,1,139.68
00eead1d5a799277ef3d6b387b0bebef,1,credit_card,5,98.26
00c62d05602c1ca8164b98746d127fa8,1,boleto,1,128.35
01074135a88ffa5978eaadfc7f482f2b,1,credit_card,1,116.61
00cf2b04c59f0ecaf822bf3f334d5c3b,1,credit_card,3,334.68
011724d1afbd91844302627f79a66800,1,credit_card,2,69.69
00e054d0da011d5016f31011af488f4f,1,credit_card,3,118.82
0132451f29a10b66a5cf1bacc85f9afe,1,credit_card,3,215.56
00f57f2ccce2a2e3f393fe8f5e616e0d,1,credit_card,8,285.81
000e63d38ae8c00bbcb5a30573b99628,1,credit_card,1,56.78
00d94e8901b75ee0d6ef1f87f947b666,1,credit_card,9,97.4
011331376a4c6cc7a9e5bc165ec169d0,1,credit_card,4,144.63
0097f0545a302aafa32782f1734ff71c,1,credit_card,6,507.84
00ab1aba567dfebdc39caa4e7ca2f1b2,1,credit_card,1,48.38
00aa423621f35a9ca6c6240f275b0640,1,credit_card,2,125.41
00bbc4179554524748f77763ddd62266,1,boleto,1,97.87
00ba57ae98928df6ba6ec9d3d8d4b1b7,1,credit_card,7,149.01
010e04b5f879320f29a9bd6ca41abc94,1,credit_card,1,119.48
0135675503322d804abef7ec5ed4824b,1,credit_card,2,122.97
001c85b5f68d2be0cb0797afc9e8ce9a,1,credit_card,4,112.71
00a690becda145533fa5a54daa7b6ad5,1,credit_card,1,117.42
01428962dce3b65e5433eaeb16c0f48f,1,boleto,1,403.16
001b76dd48a5b1eee3e87778daa40df8,1,credit_card,3,95.0
0036757472ece3dde52fd4bfd929c90e,1,debit_card,1,203.03
011af0959ebf2b09a062867811dc63b5,1,credit_card,3,74.16
00d5fac7792747fba4b528f23930bebd,1,credit_card,1,80.23
00ed64bc080d87b4ab7f0c433bc5e98f,1,credit_card,1,61.01
009742b43f4530bc3db7f62332c50f4b,1,boleto,1,146.18
01490a4bdacbafe6de009b317a0c8bf6,1,credit_card,5,151.14
014fc889637133d9075190ba873dfc03,1,credit_card,1,45.77
00ac2a1ec784f71feeb7ba1e5959750d,1,boleto,1,56.32
0078a358a14592b887eb140ef515f5ab,1,credit_card,3,336.38
003cc6161d7a2593f2525cce0c330d32,1,credit_card,4,97.9
014a0793ab3d930d6f3b206cee474af4,1,credit_card,1,38.14
013e9c654a339d80b53513da3c1ea437,1,credit_card,1,123.01
012ea594e035047289b3e7c3f8b90cef,1,boleto,1,72.35
00eb7b95af5ed25aaec66d4ff5295846,1,credit_card,2,106.97
0029f17cf0e7640c5cb6825af681303f,1,credit_card,1,113.44
01405161cfdf60dd80df1f393a2796d5,1,credit_card,4,74.63
005e5166e99d1e4d0c4f808b0540ba94,1,boleto,1,136.7
004f5d8f238e8908e6864b874eda3391,1,boleto,1,138.6
006cba07f62f921fe4f58365bde2b2eb,1,credit_card,2,81.98
00d2559e61b9a0744a0552c35c5ecccb,1,credit_card,5,872.52
00125cb692d04887809806618a2a145f,1,credit_card,1,135.41
0096668e5b0b8e9657a6f7209a4e58b4,1,credit_card,2,180.37
00c8be06a8029e300dabd52c7d4c6ad2,1,credit_card,1,35.0
01358622f65717728b3b2ec2cf4e8812,2,credit_card,1,14.8
012f2c4ca09b101a73e18957c3294cd6,1,credit_card,10,1901.62
00b4c651133c06fb175123a492f1cac3,1,credit_card,2,173.49
00b12f4674177ef40c4bdb034138c843,1,credit_card,1,122.87
0068fb0e223115e911d362627e8b8800,1,boleto,1,91.79
00048cc3ae777c65dbb7d2a0634bc1ea,1,boleto,1,34.59
00664284de7a3470d22931ed78615ee4,1,credit_card,2,55.75
00949655cdd8d0465e433a5e6c9643e5,1,boleto,1,25.87
00526a9d4ebde463baee25f386963ddc,1,credit_card,3,169.16
002611a77fe03d076285fd4ca95db77c,1,boleto,1,156.75
003edccf16bc5ec447f592913b3df2b4,1,credit_card,1,64.85
00c405bd71187154a7846862f585a9d4,5,voucher,1,0.1
0081ce648af7d6a7bac2a93b6035d1e3,1,boleto,1,117.85
0094bd07f49fed90209ffa62d1ef26d6,1,boleto,1,18.92
00c4f17dcb94448f27a2cbaa83f10a4b,1,credit_card,1,39.39
008990da719764fb392914d8ab53ad04,1,credit_card,1,54.13
00d29386638bbfd1331a2cd7ab91b5b5,1,credit_card,1,32.84
00fdb72e467da6f3b000b19b368a6cf6,1,credit_card,3,35.85
00fe20fc069833ab95021b46d6862646,1,credit_card,7,150.02
00a9536682ecb394a3794c1608200803,1,credit_card,10,122.17
001862358bf858722e1e2ae000cfed8b,1,credit_card,2,113.71
0055b77cca3186676c147f532dd2547b,1,credit_card,2,189.37
00d15ff0236872686e4899ed1ce680ad,1,boleto,1,80.29
00c405bd71187154a7846862f585a9d4,2,voucher,1,0.21
002b4e6fa42cd4a22cc86abc18fe9c05,1,credit_card,2,119.57
002f16b7bc4530031b7d90f791b12d8a,1,debit_card,1,284.13
01006620eb4732deec44be4b0d9e33cd,1,credit_card,5,145.13
00c81b6675ef9ecaaff5fc1d6720b96c,1,credit_card,1,39.09
00ea690fe8c5eba029a3884243a02352,1,credit_card,4,49.1
00c47fefb9a49baec12ab3654d7f548e,1,credit_card,4,266.69
00ef7ed06a55243f3e6a9d373a89eb14,1,credit_card,1,76.17
007bbb40c95870c0f75a7855f2636c65,1,credit_card,1,162.85
007ff0b0f79be782f633fc3b18cbe337,1,credit_card,1,55.11
0124f01177fc17cf20e1974621fd759a,1,credit_card,1,202.87
00b402e8a76d3da83714c52d3977cc2d,1,credit_card,1,165.91
00b1861aeb89afa498404c684148a619,1,credit_card,2,98.24
00946f674d880be1f188abc10ad7cf46,1,credit_card,4,232.72
00f2a3509bd600bd1a06a48353788d93,1,credit_card,1,47.67
0128412231f9fe9d7e944eea5392fc6b,1,boleto,1,94.83
00b4a910f64f24dbcac04fe54088a443,1,credit_card,1,2.54
00af3d9ddff7f256e83d79247dbe1a9f,1,credit_card,1,90.73
014bd8ca0827935402ac39f2751b2fcd,1,credit_card,5,135.62
0080eebb288dba1857ccf048dfe6bdfe,1,voucher,1,21.1
010c995323bc17d8156fbe2c37fed63e,1,credit_card,1,56.12
012e93f8170eb75b2f2f650629d04517,1,credit_card,2,65.1
00c95282163553a982f38481f9488481,3,voucher,1,20.0
001427c0ec99cf8af737bd88e92fd444,1,credit_card,1,83.25
0087889a1c836be17f58afd7f1729a4a,1,credit_card,3,269.63
00a1e977cf6e672402963940db55d919,1,credit_card,1,32.64
00c405bd71187154a7846862f585a9d4,3,voucher,1,0.1
012248555cb0bf51df99199cef81d562,1,credit_card,2,70.83
014405982914c2cde2796ddcf0b8703d,1,credit_card,7,78.43
00f621226c6f4e938348f6f3a71fdc62,1,boleto,1,231.79
00d4439957b7fd3f8da4a33a965817fb,1,credit_card,1,33.97
010d6db2f77220b394f147836c94f27b,1,credit_card,1,30.13
00dc6ad47477b3b62d3c0acbe98a82a4,1,credit_card,2,144.22
014ac3cfd0e55bdc2cdd12aa181b00cb,1,credit_card,3,158.75
0133a47b53fee66218790a8d7dcab993,1,credit_card,1,108.2
00b6c055922e0ed2d88efdd252b2fb64,1,credit_card,1,71.05
0005f50442cb953dcd1d21e1fb923495,1,credit_card,1,65.39
013037c3f1773cc8fdbaf8ff54d8013b,1,credit_card,1,7.58
00ff0cf5583758e6964723e42f111bf4,1,credit_card,6,170.15
0036887767dea4bd43b1a88cd0d9477a,1,credit_card,3,423.63
00f426c7214575822c3cb44ea59ef0f6,1,debit_card,1,94.65
00d831d5c3ea03b7cd6f883ad799c7e4,1,credit_card,1,138.16
002af7fa9eb99d1456bceb6a13d6fc0b,1,credit_card,5,109.45
0068e836900867da359bd81db9227a33,1,boleto,1,113.43
00418a49a685c6bb60633291c3fab17a,1,credit_card,2,56.78
00f1cc7439ccb8671133776d1829faf5,1,boleto,1,177.32
00a0116ff15ff973ea16bee881208ae7,1,credit_card,10,194.12
012bea13f9a355c983efb59a3f23583a,1,credit_card,3,37.09
005a1dded353107dbabf8ffc83a20365,1,credit_card,8,89.28
00c9474e0334f7a4ffc8c3a8bd21a51e,1,credit_card,10,1075.74
00772b2af35643653f108fdac1155ee3,1,credit_card,3,47.96
00e365f4fc03d1098841af23d05c17a6,1,credit_card,3,194.33
00a12754417a49a9dec20361849aa917,1,credit_card,3,57.72
00b30bb163474583c14db1689259cf4d,1,credit_card,10,216.51
01094e169d4b14edaf6954eeddb83633,1,credit_card,1,108.86
00d03eb3425f41a599ae2f788e23c07f,1,credit_card,9,90.17
00c405bd71187154a7846862f585a9d4,1,credit_card,1,6.03
005d9a5423d47281ac463a968b3936fb,1,credit_card,10,145.26
009905140e9f8cc35d5be897937381db,1,credit_card,10,116.44
0120e3dd2696a3bbb68dc2860815f7f2,1,credit_card,8,258.25
014e36af18c280a94d880a16b2f00713,1,boleto,1,85.38
003423b755b562962a6225a8de40d12e,1,boleto,1,261.33
00c2335723b9b74668062e946dc66621,1,boleto,1,31.38
002b430ff89b3a24c31a1170acbbedea,1,credit_card,10,265.55
00f324f6ec332cd73ef8be4888573662,1,credit_card,7,156.33
0066a1fdaee16ad5022c5ef979d0b661,1,credit_card,9,226.28
0084209c576daad6ff4534902fcb4892,1,credit_card,8,85.14
0084e195fbd72ae51599af47f04afede,1,credit_card,1,113.03
01443cd06ea8bce82c554a46f307459f,1,credit_card,3,39.1
00ba414462370af2d76195d12e0d5481,1,credit_card,3,39.09
00fbcd8b120e5706c58b9d1a0026a7da,1,boleto,1,24.01
00cfabbe2a93b70beeec4894f86712a8,1,boleto,1,45.1
0072847849eafe70995fa51a714c81ac,1,boleto,1,234.89
005cad6157eadc7f1f09917607f1704a,1,credit_card,2,110.84
0148d3df00cebda592d4e5f966e300cc,1,credit_card,1,86.9
013a98b3a668bcef05b98898177f6923,1,credit_card,3,198.7
012a238ab54294a3b365812ccc82b135,1,credit_card,1,175.77
00b676b01c289cc661c6f7732492771a,1,credit_card,1,71.19
01156b662f3f47b249b5a8881d205f08,1,credit_card,1,43.0
0040a56893444cb56cba7cfe2225e34e,1,credit_card,1,119.29
01255808a3d38a8dd69aa93265a4cb88,1,credit_card,10,519.16
00ce92d57f4f9a112bdb8a2a283e5f97,1,credit_card,2,189.37
00685d31ae12e47470ba5c18ba74f22c,1,credit_card,7,75.17
00d88c00221ce96a1cfcaca9f2fceb3b,1,credit_card,1,347.56
003d804eef0e1b856881cd18e0cc0d4c,1,credit_card,3,312.74
012eab2625c5f8aaac6f37f2c19ef62f,1,credit_card,6,97.22
00c00d5b36157595e21108ba1da2828f,1,boleto,1,312.92
0044c6f6d22dd280534344177c81b989,1,credit_card,1,196.07
010d15deea8cae96ae86ea8097917a17,1,credit_card,10,300.55
008819c6d5f6da6fa5cd9d50ca927cf4,1,credit_card,2,62.65
00f5fbdc777e8198c1ee008122e28ae3,1,credit_card,5,221.07
013037c3f1773cc8fdbaf8ff54d8013b,2,voucher,1,22.93
00e0bac9f6306d8269770acf4ee4b027,1,boleto,1,94.3
008a40c2b8b21893e04945ce58854b55,1,credit_card,2,112.0
0032d07457ae9c806c79368d7d9ce96b,1,credit_card,2,186.19
00f9b6769c6648ac08bf43081d1f2b07,1,credit_card,2,89.61
00a13ab02fbe82f78cd84f14e41564ed,1,credit_card,1,168.35
004b62108b876867938746ad3154167f,1,boleto,1,118.35
00c95282163553a982f38481f9488481,2,voucher,1,20.0
00259a44fcad3fc0474329e925d14fc3,1,credit_card,1,34.09
00eef7fe9e315a85d1a61a50cccb2494,1,credit_card,1,63.27
0124e0c5bfae1979838a91e47df53f14,1,credit_card,1,62.38
010fadb12341d8253d920362fc8f7a16,1,credit_card,1,54.0
009ac365164f8e06f59d18a08045f6c4,3,voucher,1,8.25
00df27e666004db9f14bce766fa5327c,1,credit_card,2,203.67
00f33ee62c15223679d3550e751c37cd,1,credit_card,5,54.61
002f98c0f7efd42638ed6100ca699b42,1,credit_card,9,93.62
010a35dc7fc3808a03d243d2fd8c6e35,1,debit_card,1,132.05
002955b0acc63d04f6724a31967e82bd,1,credit_card,1,135.59
00fed9e582d5a3e38566872eec164ac6,1,credit_card,8,412.18
008720830a8a30e39e6f22f81818a141,1,credit_card,1,69.72
000c3e6612759851cc3cbb4b83257986,1,boleto,1,112.71
00ae7a8b4936674ebb701d4a23719a79,1,credit_card,1,37.16
0132fef017ccf586491ca3685de667df,1,credit_card,1,76.87
0067c6030d65af0ff98790158ddb0020,1,credit_card,1,54.06
00c405bd71187154a7846862f585a9d4,4,voucher,1,0.25
008dd5e80ebf8f849aa0c5bf4e22ce7a,1,boleto,1,207.74
00f1c7c1542f5f86c3091749d9e939d8,1,boleto,1,101.34
006e05e81c068ddc38e48ebe189b922e,1,credit_card,1,43.1
00f9b0236a85fb8a06fbd9b9c53fddd8,1,credit_card,6,166.62
00b2d2f2b5f7b98e6b1828764660134e,1,credit_card,4,159.69
00bc78808b22918a467b2fa4b8ef5d68,1,credit_card,8,84.69
010061e3aa0c6ed5e393dda0652bbee8,1,boleto,1,309.29
004ca5ae248069d68e8594df8abf6ce0,1,credit_card,4,221.08
00e5b655df1cc911466758210325c67c,1,credit_card,1,113.5
006dd93155bc2abd844cc5eed3a0fe7f,1,credit_card,3,57.68
010efe60bdadc9261d1902f3c1dda5f3,1,credit_card,1,128.65
00130c0eee84a3d909e75bc08c5c3ca1,1,boleto,1,35.84
0091a677651feaf5a08d7bb147681e14,1,credit_card,1,45.53
00ceda91cb2ded8570ca73e70571740a,1,debit_card,1,34.0
0097aafe2a01dd54e39888976160c377,1,boleto,1,70.59
0009792311464db532ff765bf7b182ae,1,boleto,1,127.55
