product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
69455f41626a745aea9ee9164cb9eafd,relogios_presentes,41.0,408.0,2.0,501.0,18.0,13.0,14.0
e3a23a99f074226ad690393a840c3244,fashion_bolsas_e_acessorios,37.0,558.0,4.0,100.0,17.0,3.0,12.0
c6dd917a0be2a704582055949915ab32,cool_stuff,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0
20c26b058070cf8c6bbb8c8943eea98c,automotivo,55.0,703.0,6.0,5100.0,47.0,19.0,23.0
d5f1f35337b832cc42168c69511e311d,automotivo,54.0,145.0,4.0,100.0,24.0,2.0,17.0
aba86c093ccdbac75b09111d57e50004,moveis_escritorio,41.0,154.0,1.0,2600.0,40.0,45.0,39.0
41402af2a88247152583bb812ba235dd,relogios_presentes,53.0,486.0,2.0,533.0,20.0,8.0,11.0
1716ea399ed8ee62ba811e6f55180f45,automotivo,25.0,712.0,1.0,200.0,21.0,17.0,17.0
8c5876b1c7768217964f353bc7e64393,telefonia,61.0,440.0,1.0,250.0,18.0,3.0,28.0
5403528d987ad26e8d7cb25940411987,relogios_presentes,58.0,600.0,3.0,250.0,16.0,2.0,11.0
fec85e6c0eab9b4bcddf9ccd917c80bc,moveis_decoracao,54.0,1078.0,1.0,500.0,35.0,7.0,27.0
eb8dbe7d2dd22ab3547925e49a78feb3,esporte_lazer,48.0,831.0,1.0,650.0,18.0,18.0,18.0
a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50.0,422.0,7.0,2850.0,40.0,5.0,44.0
557d850972a7d6f792fd18ae1400d9b6,ferramentas_jardim,39.0,1310.0,3.0,13805.0,35.0,75.0,45.0
ea11e700a343582ad56e4c70e966cb36,,,,,26000.0,67.0,57.0,46.0
71a7800a633691de8ecdd17463335e2e,construcao_ferramentas_jardim,49.0,1845.0,5.0,550.0,20.0,16.0,30.0
d9a5a5120d4d357871acd5408cb10e18,fashion_bolsas_e_acessorios,40.0,817.0,1.0,100.0,16.0,5.0,16.0
57d79905de06d8897872c551bfd09358,telefonia,59.0,540.0,4.0,300.0,17.0,4.0,12.0
101a896b1137f70a7bbb2b9fac61458d,relogios_presentes,46.0,561.0,1.0,342.0,17.0,9.0,12.0
1427b126f61597524866770b05d4eed2,informatica_acessorios,51.0,378.0,1.0,200.0,17.0,13.0,13.0
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57.0,339.0,2.0,1800.0,37.0,22.0,40.0
b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,43.0,295.0,1.0,371.0,20.0,16.0,16.0
96f608a5fe010cb34dc25baee3274444,cama_mesa_banho,55.0,352.0,2.0,500.0,50.0,11.0,11.0
08279c494018541f71443c07d77560f8,utilidades_domesticas,48.0,688.0,2.0,3150.0,43.0,27.0,27.0
0bdb7583b74c0323d413497fab3f2a3c,telefonia,53.0,141.0,2.0,400.0,16.0,6.0,11.0
e583bb5fa3cb1e876a6ea48f21dfef34,artigos_de_festas,59.0,761.0,1.0,350.0,27.0,9.0,19.0
11875b30b49585209e608f40e8082e65,esporte_lazer,26.0,1465.0,1.0,1032.0,17.0,15.0,16.0
ca815d1a82897d9d4503e2e367931d03,cama_mesa_banho,54.0,204.0,1.0,2100.0,45.0,20.0,25.0
c9bd28e8a4220af0723c7b7f97778681,informatica_acessorios,57.0,1502.0,2.0,300.0,18.0,8.0,20.0
568ba441f7f464dc73d23a91cf8ca671,cama_mesa_banho,49.0,271.0,1.0,2200.0,40.0,15.0,27.0
f77dd338d9f75229a09cbb9a18fd0c9a,cama_mesa_banho,42.0,734.0,5.0,400.0,20.0,20.0,20.0
cd71c76f5ab15f51f24fb214fc42d8ab,perfumaria,43.0,714.0,1.0,367.0,21.0,15.0,18.0
81a3d1dc085d3226530f23cd4af5030b,brinquedos,44.0,232.0,3.0,547.0,22.0,13.0,21.0
b7d94dc0640c7025dc8e3b46b52d8239,informatica_acessorios,59.0,636.0,1.0,800.0,35.0,12.0,15.0
eaa26a34984cbfedc19b1e45f09f3c9a,cool_stuff,49.0,214.0,2.0,422.0,18.0,12.0,15.0
b5e13c9a353102f79c6206ff5cb61a50,brinquedos,59.0,249.0,2.0,1500.0,40.0,25.0,20.0
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0
283dc451ad3918badb976d56ff887289,cama_mesa_banho,58.0,188.0,1.0,1650.0,44.0,2.0,35.0
0c753fe6a58dfa7a27bda5de76e779c3,esporte_lazer,15.0,1127.0,1.0,1338.0,23.0,12.0,14.0
a9028257171c93a8d948ff95a0082b0d,eletronicos,25.0,351.0,2.0,550.0,17.0,8.0,16.0
1a0d662b65b5ef08796501b064c853af,automotivo,55.0,1065.0,5.0,900.0,45.0,12.0,45.0
ae27a5524edb2c8dc4656c670f458fb7,utilidades_domesticas,58.0,364.0,1.0,1000.0,40.0,28.0,28.0
a60613d36f37a7b27d3344f40f6a7945,beleza_saude,44.0,696.0,2.0,350.0,19.0,11.0,23.0
81e11b02560e506662f5d75a88b94fa5,utilidades_domesticas,43.0,403.0,1.0,8700.0,19.0,48.0,27.0
475af23239b1120761482ea242b1a271,esporte_lazer,60.0,576.0,5.0,23800.0,80.0,12.0,22.0
ac6c3623068f30de03045865e4e10089,ferramentas_jardim,59.0,409.0,1.0,3750.0,35.0,40.0,30.0
8e7a3ee016b12c87b5e3e7e717620758,industria_comercio_e_negocios,56.0,2083.0,4.0,850.0,40.0,30.0,30.0
c5b72065154ec27c2d1ed8a654c3348f,relogios_presentes,36.0,1116.0,1.0,416.0,18.0,9.0,13.0
a0450529bd974ebeaf93b1731184396a,cool_stuff,51.0,873.0,3.0,900.0,18.0,9.0,27.0
18901878788fec7ddc55e64d1ace8187,bebes,38.0,471.0,2.0,8250.0,44.0,32.0,35.0
f196248e8b5d060cca414a664ea9a76f,automotivo,58.0,1167.0,1.0,1900.0,90.0,14.0,18.0
0c4a0f8ab44f9acd2d04e7024f9ba362,alimentos,49.0,740.0,1.0,388.0,16.0,16.0,14.0
01c666c82f414c762ad21bffa56e8b49,brinquedos,55.0,242.0,2.0,50.0,25.0,11.0,15.0
87b08e712cc4c9fe70984c5a24b29e2f,brinquedos,23.0,475.0,1.0,300.0,25.0,16.0,16.0
f71a7c95a86564873cd996896b2976f6,informatica_acessorios,60.0,1201.0,5.0,900.0,28.0,29.0,12.0
3f27ac8e699df3d300ec4a5d8c5cf0b2,consoles_games,37.0,1172.0,2.0,200.0,16.0,5.0,12.0
7814c273ab16783d73a9863ebfa8b141,moveis_decoracao,51.0,756.0,1.0,12250.0,45.0,35.0,45.0
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54.0,245.0,1.0,1383.0,50.0,10.0,40.0
0c4d0a08f95c7b7dc5dc7402bfdafd4c,informatica_acessorios,49.0,409.0,3.0,300.0,16.0,6.0,17.0
23227b07fc69250d2fa4be6602011aea,cama_mesa_banho,46.0,171.0,2.0,1250.0,45.0,10.0,15.0
7e97894cc00196a56d6ec315c68b2353,esporte_lazer,20.0,420.0,4.0,3300.0,78.0,20.0,38.0
3d514fecadf6cef40a2a32a3c20cd1c8,brinquedos,46.0,1533.0,6.0,350.0,25.0,16.0,16.0
3cb39171fd36c50097f2dedbbe0dfe6e,automotivo,60.0,3136.0,4.0,100.0,17.0,10.0,15.0
65e3848513c9ab70bf542e5d694cf072,beleza_saude,46.0,1001.0,1.0,575.0,25.0,13.0,14.0
315affd5901833621c947264eb9f2588,relogios_presentes,56.0,741.0,2.0,300.0,16.0,11.0,11.0
76d1a1a9d21ab677a61c3ae34b1b352f,,,,,550.0,16.0,7.0,11.0
013ee64977aaa6b2b25475095162e0e9,cama_mesa_banho,40.0,519.0,2.0,1350.0,45.0,10.0,55.0
dfbbf137ccb6af48e66d186a33118579,informatica_acessorios,45.0,722.0,2.0,450.0,20.0,30.0,30.0
cbecf0dca7a42c56c9ad9e20c74af1fd,utilidades_domesticas,52.0,1374.0,2.0,1110.0,20.0,20.0,18.0
5637032095493f280eae8d9da00da6f1,malas_acessorios,54.0,507.0,1.0,750.0,81.0,6.0,11.0
381169576b9f3c083a1c3261da161a3b,informatica_acessorios,43.0,677.0,2.0,225.0,25.0,9.0,29.0
2ffb8b836bb62d53a77a69a67814fffa,moveis_decoracao,56.0,297.0,2.0,600.0,100.0,5.0,11.0
c072e7b87c8413341505d50d8234fbc2,papelaria,49.0,151.0,4.0,7900.0,35.0,55.0,25.0
a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,33.0,1084.0,2.0,200.0,41.0,2.0,29.0
7933eeb8cf79ae899bfac71c0edb076d,moveis_decoracao,63.0,233.0,8.0,2550.0,42.0,17.0,32.0
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0
4fe644d766c7566dbc46fb851363cb3b,artes,48.0,1232.0,1.0,1700.0,65.0,6.0,50.0
d143bf43abb18593fa8ed20cc990ae84,informatica_acessorios,42.0,245.0,1.0,500.0,16.0,15.0,15.0
36826c711e5778c8d88a7311cc29c446,cama_mesa_banho,54.0,297.0,1.0,5450.0,20.0,20.0,20.0
54e5063e43f27f747d592eb24e913150,industria_comercio_e_negocios,51.0,1136.0,3.0,3950.0,16.0,103.0,25.0
e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35.0,514.0,2.0,4338.0,17.0,12.0,14.0
7e6c4a0bf900e259f50ba63331fd2785,relogios_presentes,59.0,755.0,2.0,250.0,16.0,2.0,11.0
e62d582ddb7630168d7227ca1f9edbd2,perfumaria,52.0,977.0,1.0,450.0,32.0,12.0,17.0
176faef125e3675b4eeaa6083ada61e1,bebes,47.0,1024.0,2.0,150.0,19.0,9.0,12.0
672e757f331900b9deea127a2a7b79fd,agro_industria_e_comercio,39.0,383.0,1.0,2650.0,30.0,30.0,20.0
02475368dfb38934fe55f574024fe1d7,relogios_presentes,55.0,569.0,5.0,250.0,16.0,2.0,11.0
4dcb49b9ca7e48d2f108d40caa77caa2,pet_shop,63.0,1541.0,2.0,850.0,24.0,20.0,24.0
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,39.0,161.0,2.0,350.0,25.0,8.0,19.0
9351b1e4334769dc0abe871ee3c7abc3,beleza_saude,56.0,329.0,2.0,350.0,19.0,17.0,15.0
df3655ac9aa8c6cbfa63bdd8d3b09c50,telefonia,58.0,549.0,3.0,300.0,17.0,4.0,12.0
059344baebbeaa42fa9f2bbe11b1583e,construcao_ferramentas_iluminacao,55.0,1548.0,4.0,1400.0,24.0,15.0,38.0
677d8ace413e0060fa8686cde56eaf10,relogios_presentes,54.0,619.0,1.0,303.0,19.0,11.0,16.0
5a6e53c3b4e8684b13388d6aa4afdf12,utilidades_domesticas,45.0,176.0,2.0,200.0,19.0,9.0,12.0
cd59f488cef311feb633141ad1e8563d,alimentos,40.0,911.0,1.0,450.0,16.0,14.0,14.0
ff6caf9340512b8bf6d2a2a6df032cfa,,,,,200.0,16.0,5.0,12.0
363218ba55c610b750224f90bdd34be1,cama_mesa_banho,46.0,279.0,1.0,1813.0,67.0,12.0,47.0
62984ea1bba7fcea1f5b57084d3bf885,esporte_lazer,42.0,190.0,1.0,1092.0,30.0,26.0,22.0
702a14f9c5a93130c3346c4de901d864,esporte_lazer,54.0,270.0,1.0,250.0,28.0,28.0,28.0
452f66a0f164cac57802e2cea93188ac,construcao_ferramentas_construcao,43.0,1009.0,4.0,350.0,16.0,61.0,16.0
00ffe57f0110d73fd84d162252b2c784,utilidades_domesticas,56.0,1877.0,1.0,16000.0,16.0,2.0,11.0
c075b8e131353552218860f1c421e4ef,moveis_cozinha_area_de_servico_jantar_e_jardim,30.0,1565.0,4.0,1750.0,20.0,16.0,30.0
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49.0,100.0,4.0,150.0,16.0,12.0,12.0
4e3f399366b0047a572b6682f9bb166e,livros_tecnicos,28.0,1313.0,1.0,300.0,23.0,2.0,16.0
aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0
c1617123e66d2491ca93ceadfd36203e,cama_mesa_banho,54.0,687.0,2.0,1050.0,32.0,5.0,30.0
1c0c0093a48f13ba70d0c6b0a9157cb7,moveis_decoracao,49.0,300.0,1.0,2500.0,47.0,21.0,41.0
2a2d22ae30e026f1893083c8405ca522,cama_mesa_banho,60.0,744.0,2.0,8350.0,50.0,27.0,38.0
c31539851232e3accbf0ef4c571f97f2,cama_mesa_banho,45.0,540.0,1.0,500.0,16.0,10.0,16.0
4b2653088591de362e6ba85b4a474c75,cama_mesa_banho,49.0,603.0,2.0,18800.0,40.0,30.0,50.0
205604b962ebdae1c924e0d14e6e8ac1,moveis_cozinha_area_de_servico_jantar_e_jardim,42.0,121.0,1.0,3875.0,95.0,22.0,22.0
3fbc0ef745950c7932d5f2a446189725,beleza_saude,50.0,1257.0,1.0,350.0,19.0,12.0,13.0
cc47c0863559499f01b4cad750929d10,cool_stuff,33.0,604.0,1.0,2050.0,40.0,40.0,30.0
d5bbfcd27daa6365834ed9d16195d64e,fashion_bolsas_e_acessorios,27.0,208.0,4.0,250.0,18.0,9.0,11.0
422879e10f46682990de24d770e7f83d,ferramentas_jardim,56.0,348.0,2.0,1550.0,30.0,22.0,30.0
2b939dc9b176d7fa21594d588815d4a4,malas_acessorios,45.0,702.0,1.0,1300.0,33.0,10.0,49.0
bd7cab8de4d7943286634023cc06f8ff,bebes,59.0,1226.0,4.0,23250.0,23.0,50.0,84.0
7614c62b86a81021243e438cfde78ccc,beleza_saude,53.0,1135.0,5.0,9900.0,30.0,39.0,38.0
6131240aedf34224270cd6f07e8229e4,moveis_decoracao,31.0,290.0,1.0,250.0,28.0,6.0,31.0
617186c3d97ea56c9c683a8a3974e8c1,perfumaria,59.0,1071.0,1.0,550.0,21.0,12.0,20.0
d63c1011f49d98b976c352955b1c4bea,beleza_saude,57.0,614.0,1.0,950.0,35.0,25.0,20.0
87cc2aef12eddf0b170234138b0946e0,informatica_acessorios,58.0,2455.0,2.0,350.0,28.0,6.0,20.0
a157e6178c6f7a8355999fa9cb3d136e,utilidades_domesticas,50.0,518.0,1.0,900.0,25.0,32.0,25.0
2fb0efd1f61f186ffdda9e8ec70f27f2,bebes,37.0,224.0,2.0,4075.0,73.0,14.0,48.0
fe077ec80df6b4ee60bb4498d5ab1962,informatica_acessorios,56.0,195.0,1.0,200.0,16.0,15.0,15.0
c4989935ece6a2e0c0c148ede45f640e,instrumentos_musicais,54.0,1205.0,3.0,600.0,16.0,16.0,16.0
32a8448d1612773bcfd0c5a8dd235e4e,relogios_presentes,60.0,362.0,5.0,700.0,24.0,5.0,24.0
d04857e7b4b708ee8b8b9921163edba3,informatica_acessorios,33.0,1127.0,2.0,450.0,16.0,4.0,20.0
b532349fe46b38fbc7bb3914c1bdae07,moveis_decoracao,49.0,829.0,1.0,850.0,20.0,25.0,20.0
e40fa115d27ea4a80bf2136d5f0cfcd7,eletrodomesticos,60.0,245.0,3.0,350.0,27.0,13.0,17.0
33f789f4b4fa74053af0199658b78853,informatica_acessorios,30.0,385.0,1.0,480.0,27.0,16.0,15.0
02ed3b595447e948efc3eac897e4df0e,cama_mesa_banho,30.0,413.0,2.0,725.0,31.0,7.0,31.0
145978af3e89b318be0b717a0953649a,informatica_acessorios,56.0,295.0,3.0,150.0,31.0,3.0,28.0
e1c0a39b7f806727ea5121c60035ed3c,informatica_acessorios,37.0,499.0,1.0,200.0,18.0,9.0,16.0
7634da152a4610f1595efa32f14722fc,perfumaria,42.0,480.0,1.0,200.0,16.0,10.0,15.0
9df0e8a7eef2a38b74e6d5c0e224b11f,moveis_decoracao,31.0,635.0,1.0,28600.0,41.0,43.0,91.0
b67a7d0ef75f52b4b76368927a3037f9,relogios_presentes,29.0,138.0,1.0,488.0,19.0,12.0,15.0
caa1675deee5711b3aff1e4f5946266f,eletronicos,55.0,1040.0,4.0,200.0,16.0,5.0,11.0
777d2e438a1b645f3aec9bd57e92672c,cama_mesa_banho,58.0,689.0,1.0,950.0,45.0,15.0,35.0
e7cc48a9daff5436f63d3aad9426f28b,telefonia,58.0,1500.0,4.0,700.0,32.0,15.0,21.0
810e2944bca9850b934e1570ba372e7d,moveis_decoracao,49.0,612.0,1.0,2200.0,30.0,35.0,30.0
13fcfc313dfb2217e5ee3000a702f9ef,esporte_lazer,54.0,1552.0,1.0,450.0,36.0,18.0,18.0
eb2d12bc991561d4ca5deff0e60854e4,beleza_saude,48.0,333.0,1.0,675.0,23.0,15.0,14.0
e1bf2f209fd2b08e1af3ed71732d9008,pet_shop,34.0,630.0,1.0,127.0,18.0,10.0,14.0
01ff1ff8aa5dec93e9938b989393a4ca,perfumaria,51.0,315.0,1.0,350.0,18.0,13.0,18.0
62c89abe1afe3a23c17765d462718a4c,perfumaria,51.0,805.0,1.0,540.0,23.0,13.0,19.0
183c95ad186f48c320bbac4643829d3f,fashion_bolsas_e_acessorios,36.0,412.0,5.0,150.0,16.0,5.0,20.0
5c699beec1e114bd15b35cf8d01ec6b5,construcao_ferramentas_seguranca,43.0,471.0,1.0,640.0,22.0,15.0,17.0
