customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
8bb3bef4e75a95524235cdc11a7331af,d1f24d1d504e27bee13b415e40daeab0,40055,salvador,BA
d1684ed69f8fd574b7c344de923f379a,43860f86362fea12550bfa19ef73015f,38550,coromandel,MG
430dae64e910e717c1135ff28b67aad2,c3cce848055be6edcdf13a5509930333,30315,belo horizonte,MG
d356c20816dc75a309628b5c17d89468,98e71752819916789567071c52c4239e,22611,rio de janeiro,RJ
7b63cba66b8e6d002e94d0990c1e2868,38c3bc2d6df03905e3e8d3d5b079acf4,22790,rio de janeiro,RJ
f19b59fc51f101023eb15bfbcca65f31,08b76bd6862f5b38fafcb80a4eac3bee,26525,nilopolis,RJ
c15a53f6fbae984bcbf4ac7bc4395cc3,6a9501d542243cbdd043c91a66795279,24210,niteroi,RJ
9e593469b6f1beac77c2da4d73bf1228,ff9d2f60401262b9da1e868f956fb2a8,38703,patos de minas,MG
ea477083e770db0655938e79149f8c24,be03685420bb977861dda08f4b4088b3,17063,bauru,SP
c713fee6f70301b6bf60701902502703,52e9f9328ec2e09868646b23c108b099,16901,andradina,SP
3c3472f5efc17888458e428b0b9eeef3,3ecdba3759728beba1f9ed3643e133d3,9784,sao bernardo do campo,SP
491609eeefc72ee67ee5b42e63ba9859,2bb3ba4dc5cea88949645027d417b4d4,85801,cascavel,PR
9ed5e522dd9dd85b4af4a077526d8117,fda4476abb6307ab3c415b7e6d026526,11702,praia grande,SP
8545a9b7b5b52bc607f0fe72c7dd323e,6e0547a3483b069df1f0fb2414669584,28896,rio das ostras,RJ
be0d8abce3af32826fcffbd35cb3b73b,72d424ec55a0c9fbbc6e442ec81e54ee,4810,sao paulo,SP
6220c6ab35c110dc7945b0bba49dc486,9b5ed7dd6e900a8dddac78911cc22562,9932,diadema,SP
969678c7317657c3a5855fe90a69894c,d47c6631d67f856392d0c8040db162d2,93990,morro reuter,RS
98884e672c5ba85f4394f2044e1a3eab,860fc00d3154ce2346c43ebe47b9b6ce,4679,sao paulo,SP
8d9cf828f7181bf76915fddfdbb4148b,466731c3fc40a57fec44f98e97e1a55b,17230,itapui,SP
5dd8298fb952a22f28534bfbda71aa2f,49359fd553803ade0d04bbf46f84236f,55014,caruaru,PE
856423159bb2e932fecbc5917bce21be,81e28eaa424ddc2aeeeaaeff72f0f9f6,8542,ferraz de vasconcelos,SP
337e39b83fac394e62eb7876f45ee981,7e2a8ae1e36400f3da3f99af72023648,33400,lagoa santa,MG
efb3830adb68fb8a89c948774388ec28,577edb526f98771b20d6db4a51d79423,22775,rio de janeiro,RJ
b626b511cecb256e0d1514d883084a38,1373e04979cfa0fb2092909abbd57f25,45400,valenca,BA
c8c4991d84dbfef1f61c6152486db6d4,9392534851a5f1f12396b5f897f9f2ad,13075,campinas,SP
8857149a50b77dba1bb318e46bb57f65,91bfa4d9b218b0ba5f4bca20ab8eb63b,39800,teofilo otoni,MG
ebcf50ec311622a9b17a720a655a489b,41e36b7ef606e5f8d7d85358fabbdd88,33120,santa luzia,MG
176a76443d14508cc976f1d84a44921d,31293649410caf78cd0a64bfc3ff3d78,19915,ourinhos,SP
351d3cb2cee3c7fd0af6616c82df21d3,0782c41380992a5a533489063df0eef6,6636,jandira,SP
576908744ae56c9cf061c40a434e2a24,7af7a47d87d53e6db00e70790bba0370,66093,belem,PA
ce0421a97232c2a1194cdb66cd3ebb9d,f99edeaa8a00f9866fd8fce5a0b83d4f,60125,fortaleza,CE
816cbea969fe5b689b39cfc97a506742,85c835d128beae5b4ce8602c491bf385,38017,uberaba,MG
8a250edc40ebc5c3940ebc940f16a7eb,6062db572f3ef38b7a8ff4307abbfad3,13044,campinas,SP
ca0aaedb924d47b85407a1130582b836,14b1fe83a6c8579f0502b467afe01b7c,37478,soledade de minas,MG
e0dc8ea464de23db3b4aa5fa6ae07cc3,383fa1a759c0437605732a46d4f43d2c,71918,brasilia,DF
a652f27bc38cb4869b7d5d82902c0b16,2c82b177d38aab12878490fd1658434e,83321,pinhais,PR
cfa9e5ae05a54e058846a30a2c288118,4a920352e96b1e17e0de73c58597b582,31560,belo horizonte,MG
a9bb000979210a35541c29601f2dc03e,fbfcbb9969287114a9a4757e78f6f807,6900,embu-guacu,SP
8afb90a97ee661103014329b1bcea1a2,7ac26eac431c6848694a2de6f0327524,75123,anapolis,GO
e1238987433fd511c3a493ea3d3913b0,3bb9fa30f4bbd9b9f1aac2be8d5928d7,88340,camboriu,SC
ff60d321ad354e757bb24fa7ae799676,e97d62ecbf23184875db94c696c9c00a,89291,sao bento do sul,SC
a11dde3e6e22e6541818f5e81563bfc7,5c88de047e539f2ed9a643b3c7522f14,17250,bariri,SP
3d54e262ab34438486bd0eb8bf022c2f,f2479f8d117c49610d5a2d006b4ab716,91240,porto alegre,RS
4b9e8cd034b45245928f0d55a4ed4310,293aacb301c260f3bdeadf8e108f9c8f,6458,barueri,SP
fe2b285a4d3936b9a37ff7460a0d403f,7113a50db7ae2bc6f93d766749e5125a,28021,campos dos goytacazes,RJ
39851c46815f49fafb7bc26ed6bf513d,e51e07cef993df6ce1e8604ba2261b5d,2178,sao paulo,SP
544cfbf822c23de5e82f86d638b82b58,68b985a24263e49feebb66ab492145e7,26282,nova iguacu,RJ
ff63f83bb3b2dc9a2df626cefbddda8b,07296cfef11b5e2ee8ea429920c26e0a,5535,sao paulo,SP
2ff1efea5cf92067b167101227abb467,0d51e04ae0b1d341e4f49812d1f4fbe2,15500,votuporanga,SP
6fe655df4b9e1e4a3fc234cec27c55aa,c934b7146180892c1d0c54bd452f0fda,13272,valinhos,SP
2f9fe192fe03e0b19bbe3ff35f3100c5,588e6801be0610dc8c81d04eb23acd22,4182,sao paulo,SP
8bbf21f65f542300bbf3ef6012820922,6a5cf4459fd3a29f02b960b8f2d3ee7e,5560,sao paulo,SP
97cba178632e2fed3edec61ce374fb60,8396c03f207f8a7b155a99fc1e56a98e,16500,cafelandia,SP
8a4ecf2e2fa5faaaf02827b368c0c17b,6e73ccb686c79f2406264857ad8f19ee,36037,juiz de fora,MG
f7bdab6e68a28bf26acc7cbd785790fc,95a4a22f35928ef1a276bdef2d07081f,13219,jundiai,SP
e600c255f682a86dfd0c57d3b1d7417b,b96d7210632c1e88eafbf34998081f43,15991,matao,SP
3cecfffcfcdbac8b85cf74dfc8a60166,70457f5d80967f5f4083e0cde7e89ab6,70763,brasilia,DF
2c64fc3c9f0672a9f2481654a7bf109b,74e18f891a58daf76d6bc822b0dec66f,74785,goiania,GO
1a4dcc966b712214d7c0d25f13fa2deb,585a7960832446ae265d9d254b542ed0,28860,casimiro de abreu,RJ
74219e78dcaeeb30e8d09ed57801f0fe,366516219e06d4f39db335aaea72120e,14740,viradouro,SP
7715f80f77f2ebf4583f97a0a6a7548b,8a04e75a04c11b76156ef03b8ea45a18,31650,belo horizonte,MG
eb00b6b34bb7da3b9cf13c9ba8d1e136,98373acca5178086924094608b1ddca7,3317,sao paulo,SP
8085a9af46f619bc25966f151a362b0d,98758d88bf4b8eef1372ddee45d63178,57250,campo alegre,AL
e19a18812eb4e4fadf5db16932c2595b,18cd91b09cbc8c28ae022b38889aeb5f,85869,foz do iguacu,PR
cd46bd8781c25750e96a37a5e32450cc,b9b70004b9682db7a07defb7ab1b475d,5778,sao paulo,SP
afc13494642f88d253be56a1e353e261,2b22fac410c77b08b937809c68e7481e,12955,bom jesus dos perdoes,SP
50a5ce7e867f2fabc3eb4703dfb432df,23be4b5b1e9add3f80da9607e9de5775,4433,sao paulo,SP
bdbdcd5b18193390b025df518afe94ba,b54e1edda36c3e8918ba9c97ec8c7c4e,70350,brasilia,DF
ea15bb903b8f82b3f8ebdb8a9f305154,97a9c6ce2f5a124d22fe6be767bcbb07,37901,passos,MG
2a30c97668e81df7c17a8b14447aeeba,4987996ddcd0ddb20740fdce7c2bfbb1,37137,alfenas,MG
a562db3c7cb9a68947debd30879b491e,e7d41c19da317af0612170197303d5a9,14802,araraquara,SP
7db5bde0f0fcee8817a4c317cf05429a,483921f4add6c14877a38acf62151e5d,30310,belo horizonte,MG
73bcbe6adbf53dee67bec4399c32b98b,a3b14b09ee78619350083da5c35f0193,7952,francisco morato,SP
1563bfe4b8d21ed87a2dd20cb1fae1a7,5883c17380bc970921a6c79ee2ea51ae,16013,aracatuba,SP
0663e652f8793c2d4eb77e8185a5747f,73407e0f8a211899dab47838a5f723e1,91110,porto alegre,RS
b655e5fd84f933787506b58d4060458c,1314a4c9d175673d953df0dc729363fa,1218,sao paulo,SP
8ebb06c13ec14673af1630a22715f4bd,e6e8ea2a2c2e768f5824ef27196ed655,88330,balneario camboriu,SC
993d78fad972fb03a64f3126d934160a,de8e3d9562f8279bf243c39051edc9a5,15055,sao jose do rio preto,SP
cd321431eb241e989d200c78d0a4bfc4,1af28a3c717ee367ac8e4ed5e03d21ad,39401,montes claros,MG
fff5169e583fd07fac9fec88962f189d,6457be0b331148fb5454efc88d1e03d9,13458,santa barbara d'oeste,SP
3747cfcc18da3cff44fd440770d92d97,ec462378011c63f79ec53a2365d8e71b,23070,rio de janeiro,RJ
5a3f73cc3e52ab64478beb5ce8756f4b,520a88dae0fd97b3230c7d36aea4196b,21073,rio de janeiro,RJ
ac99113c54549df0dffec419b6cb19a4,d567f29ec5fa447c99e949f337f3a35c,35661,para de minas,MG
62a31d294c310db1ce08d21a575c4144,3e8ec82c18ec9053aca2a527a3eb8494,99010,passo fundo,RS
be2c2532426301bff89f1493242c4afa,c90f4838718f64510792abce92a1a7b5,7060,guarulhos,SP
dce4e5a6bad0519b5c92cd5c4bc880d5,89b30dd291178926f8564ac63b8d663a,88345,camboriu,SC
9d7381a45eebf403b3b830a9742b928b,9403bc2d1bc24edda854c1c389c14da1,75610,joviania,GO
7e6fefa11d6a2c832593264f69df9de3,d4c0c343658dec14b2197594314c2cc3,35064,governador valadares,MG
c4e00400b6f79caa802740faa2829161,daec6ee742b2b2ce14fcb41bd844045a,15390,itapura,SP
93d82c58a8f2b0d2db80f16867b99edd,40774d861c6ca4cc0139739a04d930a8,13010,campinas,SP
aab60551b0c17b5dd31690b0d1bf3911,42572eaafadc787ce69afad9af65a7b7,8160,sao paulo,SP
1b9506de3da8fd318853195b13fb2dda,fd01a8dd276ac93aec73fde385389de9,1451,sao paulo,SP
a2be07c22a9d2071f65b6770e47f540b,6204c4e582a95b6a350adf6988623bfb,13720,sao jose do rio pardo,SP
0855edaada8d5aeef50b56f26e604932,429fbed971f52697e9bd392d94787bc7,65072,sao luis,MA
90bd9911aed064dfc625750fbd83ebca,77971c2442b1adbbe0448409df2ea56a,57041,maceio,AL
f6dd3ec061db4e3987629fe6b26e5cce,eb28e67c4c0b83846050ddfb8a35d051,15775,santa fe do sul,SP
5f816233eb2322dd00015934ff84693c,9f9b454e416375f3c705666a76c37114,29101,vila velha,ES
43bb6f9650ab2a7e6ef1c93168c4cfcf,6d151e185615942c0bc8cd9373471ad1,30310,belo horizonte,MG
3a0cc7c9af6abf8868dad5a1de4a16e1,fdfa1cc68f121149d8fcc27ee96e134c,2019,sao paulo,SP
7cc995918b7c4560b0f7ec54ef108d83,b813fe59b2d10fb59d5594ec8f91750e,5716,sao paulo,SP
6489ae5e4333f3693df5ad4372dab6d3,3818d81c6709e39d06b2738a8d3a2474,35661,para de minas,MG
c1d8a080ff171328688530727dc4e026,89efe7e4fae8f61f003241315a2a5f83,41100,salvador,BA
2584307af792d605f55f588694980576,0fd8ff3aed86ac28b280a2b352cd7689,37570,ouro fino,MG
727dc68f327d34b77009f5d3da5250d9,bb7422969f2b502894c5b02697ba986d,11920,iguape,SP
84e32c18718319d7e8f2d11f897d1afa,1c721d062a04d51d8d3887dca3571cf4,32071,contagem,MG
34417388de13fbcd12cfcbd9d1b8dfbd,d3581765bcf955dcf282b1642c74157c,78045,cuiaba,MT
698a74f33469466fa4172e829505d1c6,c6f624cf0e9908fe310d59a80350bea0,36240,santos dumont,MG
89a187407adfc8a32a4d6233a6a237d8,c7e193525b2825ccfe5c65875c0db1dc,79002,campo grande,MS
0dad07848c618cc5a4679a1bfe1db8d2,ec979208947bbba310f2ad8e50963725,31160,belo horizonte,MG
55be5653a69f4551dae9951e54acf572,0921f17ea370fa9de5ff832bf9cad923,5847,sao paulo,SP
89a6b1bfbe1b366503995b8df4c49450,457626c51309d814c33966c88a161545,52041,recife,PE
135bbed7ce32647898c18ba5907cb80a,de15baf007da0ecdb27570fb46fddef9,6544,santana de parnaiba,SP
2de342d6e5905a5a8bb3a991c855f3e2,e8d87ee946600f7753579a074fbd2d5d,26551,mesquita,RJ
1e47b918581b562a9d8d9f85fcb9b1e5,71a5182c33ade63d4f8b42f432b834c0,13045,campinas,SP
c9f69364407bc8db796b2c6f1c353f61,c683ed9776a3bb038982ef2aaacdb9a5,5735,sao paulo,SP
9890d391eac598a0bba5c6b6be617388,3b25730ea4e83eae8c0e90b100dde51d,5659,sao paulo,SP
ab9e9b26c172c928efe04a741772958f,696b9f2a7a5565a5b79d8490514d3f3e,22631,rio de janeiro,RJ
03d804d4d3e76cbac2fdec148e8d2742,f2274f10e72e18fc77be57393daebbb8,25660,petropolis,RJ
cba40225005628d0bb62cc9d15c9333f,9fedd99d17871d39dd3a65eb45e0d792,4078,sao paulo,SP
3ace63287bc8b41172016c06a5093808,25e6bea0f352b9c61d1bed324da0f5cb,95670,gramado,RS
7dd2e283f47deac853cf70f3b63c8d86,13df7b623839b4edc579ee40279d57c8,26263,nova iguacu,RJ
f2a48c51664d5ca2d7401f95994bb8a9,8f060d52f9c6e9244dc0cba5951bb6ff,13076,campinas,SP
7d9802889236ab8fc541bfb438978cd7,0c35f915ac95c942a535a99bc22524a8,2722,sao paulo,SP
42090a79268b92ced0c591a8e63d57c2,e7aa5a5869f3e9d7d04fd3aa5f90631f,60822,fortaleza,CE
7a186a2e9b7fb35a7d158a5a43447b3d,0a4a2b4c194b982d2ded16856464ead0,11680,ubatuba,SP
32b84239e3f3904ac162d832454770c7,a666bec8af192f2238a0b719a7063a00,23093,rio de janeiro,RJ
3b723b649feb48f3cfbb9c728efb3d7d,8c07068e51d745035b296ebc1c8cd16a,72914,aguas lindas de goias,GO
bf2cd0dfd7ad8b44be636ba1079d6358,ea2aebf6103bf1a7588746b16238eb4d,88136,palhoca,SC
29dbee0c474f373b72267a9e886522ee,f793d2815c27a46dafc9c92a1c960103,24342,niteroi,RJ
8d69dbf0f4dcb6c90367e0877ae94732,b1f8d8ebab0d8174f573bb6797ba8240,38307,ituiutaba,MG
137f50d5bfbcfb9578c50605cc9adb16,9bc0afc85b2f40c797f96f7911397708,5087,sao paulo,SP
2726ee187e4908c9683ac2a8a0424af1,f28cab5ad7d6c9b05e6cc9c310761968,27285,volta redonda,RJ
acc1272df0c1c3d973ccb5be09d0ab41,c872d5914996f4822fdd5a4a742965b0,39495,montalvania,MG
c5e16ca2f4093350809b5f66c5cdfd32,b2ee5bbc35d3e89184dd87c1d957b013,25961,teresopolis,RJ
b2381a85f8237639da2719cd5981b007,576a1f3bd1b073f5a84b23075a37b90e,89370,papanduva,SC
3c628393675b42c6b5ef89461f68ecef,106106992030e0d83e6f1bc9d4054070,30770,belo horizonte,MG
0bbbcba4fb2d97e129f2f2622d82eabc,521af0bcb7fe9f806c95e09422b38a43,9760,sao bernardo do campo,SP
da43a556bf5c36a1104c473cff77de6c,2e0daa38f7fd081ddcda32d972e5ec50,85948,pato bragado,PR
5e3b89299a7d6e3e10f9bc6e77923f88,464a3d024ae34727fcaf86198537f5f1,3685,sao paulo,SP
7a399396442d5601cbedfbd0a3cf1da4,60ec651482858c327c177cf9360cc0a2,45990,teixeira de freitas,BA
6ce3934a71cf3aa6ff51b5298ed06d9e,6178119ad39df8c7d51e4e5090976357,79012,campo grande,MS
b2a65630374da38ec0653226f3ea4dbb,b7eccb8247dce2f986bc667143eb475e,21625,rio de janeiro,RJ
279084854f91753f3c2feba81d4573a5,4ecad7e3d36a7e834f1095aefcc54521,55295,garanhuns,PE
4b1b5c848616a4b5fa9d76cb1d12067b,3c857a6f7828bfb70fb712e2393cfd1b,5727,sao paulo,SP
b103b8c8af8eb17c72c213b36ccd4f34,523366b9899aa70ec24c372c3ac27805,31565,belo horizonte,MG
d91dc5b08f5bb5e181a878580f4ec576,a4e15c3b37a5bdc379b5d9a8b7b37450,66033,belem,PA
43696894b5bf8fbe1a40b2148ea505a0,fbe6316a06058c651539cbf59ec5a0ef,39100,diamantina,MG
655418b3cc52d17ccb5b4330a7f03197,12d280dc9e8bf7888a3d2a8a8ae74f8d,9710,sao bernardo do campo,SP
74454d0e51e0eeaaaa9b7b135469c420,89f85ff8f63aa9404d98a83cf96cd4e4,41750,salvador,BA
fcad74a7e0dff27c33e36cbd78280bf9,1e57acebf9849b1d7af7c21c14c1b99f,71936,brasilia,DF
cea80f9af87104810bd7fa9698f69d29,aed98e376f0a3685776366a2ba55e4ee,75903,rio verde,GO
5c98ab90d6e953f282ff28ebc43a090e,a6b24ceddbf05b497a2dcdc301984aaf,20775,rio de janeiro,RJ
d26415dbe622ef8eaf44c3c6e92ce1a7,e59d98970fee89f123d04e23a357d371,22775,rio de janeiro,RJ
4bcf2ad7ccc061c13ff360aae5b7abcd,d56ded4569dd9821b2f83710a56afbde,4173,sao paulo,SP
f453853c7750dfea2b35f2a89382003e,f3591ae7686317e84ebbf646bedf3e24,2012,sao paulo,SP
9899640961f5678c7fb0c46815ee6408,7738c1fd7e3b64b02ebac8389f1f3b54,6361,carapicuiba,SP
eada5b345b1d846ca260ad12e8ec98cd,29bf728e7c1b9d7b19f9f617f56c5349,15110,guapiacu,SP
3c5aa62fbe268c0beee7bf98386b421a,8a64013cee18edf9edbc21b0dd9acec4,64260,piripiri,PI
fe43b2f349c9ab46883ce0e02491432c,4c4446c628c278bdd121aa0d5aaa147f,6463,barueri,SP
c75a1075cc4b47245da8ae972c8ac08e,51c0a2b83d6b0d4fabe39990e43140c2,32140,contagem,MG
2fddb001e84993ba7e785f11415bc5cb,3a969494dcd8d32f5f04ea21c3b7e471,97105,santa maria,RS
a09467d10848ae399caa6f3fb072c6cd,25511fcf533a8ec723b46f105394da12,8280,sao paulo,SP
6081c7acb40f63731b3c982857c79581,35ecdf6858edc6427223b64804cf028e,65075,sao luis,MA
3eb456ae69430643eb134b74ccc4f261,9065112d8c6b59afef09c2fc67c5025e,20520,rio de janeiro,RJ
fc021f2dd664b49455528422c77b6aab,cbb7fc5fc1e854d9ee8f03c3eab82367,30220,belo horizonte,MG
630b8c2f4134e83812d827e8006caa85,f77be85d218371e1afd9685f7ae828b2,90030,porto alegre,RS
eab9c552374be06ed15923016dc9e588,2ada69d1c5528233e3d9aa3f1d8da1b1,38304,ituiutaba,MG
