review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
c0e9d6955c472cffa14f031b35ea1466,004d76fef3dd46eb4f70da049c8d1f93,5,,super recomendo,2017-12-27 00:00:00,2017-12-28 10:05:53
385a950b97d99b4f95d6196ef8b4f1c8,00a9536682ecb394a3794c1608200803,3,,Produto de qualidade. ,2017-05-23 00:00:00,2017-05-27 11:18:40
6eb22fdbb42ecce1a902bab10ce2520c,008dd5e80ebf8f849aa0c5bf4e22ce7a,1,,Me entregaram um tapete errado. Estou aguardando providencias,2018-03-24 00:00:00,2018-03-26 22:06:36
4b3588c776c3ea20c413a0a319c4121c,00d8d65b666158b633f96054d31af43b,3,,,2017-11-08 00:00:00,2017-11-10 23:45:39
7d73c7f8b466fdfdd12d893942ed359b,012bea13f9a355c983efb59a3f23583a,5,,,2017-12-16 00:00:00,2017-12-17 01:50:59
820cdaf6676a3383f73d1b6ee1d0a5cf,00d88c00221ce96a1cfcaca9f2fceb3b,4,,,2018-03-29 00:00:00,2018-03-30 19:04:03
287ad282a167c89fe196978cee506bd3,005a1dded353107dbabf8ffc83a20365,5,,"Excelente,bonito e ajusta facil no braço. Nao é grande, tem o tamanho ideal e muitas funçoes. Super recomendo.",2018-03-03 00:00:00,2018-03-06 02:11:43
71531f6a2657d5acbe7bd6731c816b28,00602f25bffa1dcfb71e202fbf9824fb,5,,,2017-11-28 00:00:00,2017-12-01 00:31:27
0c5b33dea94867d1ac402749e5438e8b,000229ec398224ef6ca0657da4fc703e,5,,Chegou antes do prazo previsto e o produto surpreendeu pela qualidade. Muito satisfatório.,2018-01-23 00:00:00,2018-01-23 16:06:31
3069d1d660f6a9c76b9037d9d840d892,00c62d05602c1ca8164b98746d127fa8,4,,,2018-06-13 00:00:00,2018-06-14 08:15:54
fcfc31341f9eb4b38ab788484d8e0401,011108c8a3d6eee6807f48a2e639439f,1,,NÃO RECEBI O PEDIDO NO PRAZO E AINDA NEM RECEBI O PRODUTO UM DIA APÓS O PRAZO MÁXIMO.,2017-05-18 00:00:00,2017-05-18 18:41:40
e880864e64f669aea8904ee3f201875c,00789ce015e7e5791c7914f32bb4fad4,5,,,2017-07-18 00:00:00,2017-07-19 16:57:30
34592a91e941932fcf44fd337be968d2,0032d07457ae9c806c79368d7d9ce96b,1,,,2018-04-19 00:00:00,2018-04-19 10:53:08
cc451beb8ef5ce647e45002b9b484390,013a98b3a668bcef05b98898177f6923,3,Recomendo,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto.",2018-08-18 00:00:00,2018-08-19 00:07:35
77701c0425c416ba088a7abb9a21ceb5,00eead1d5a799277ef3d6b387b0bebef,5,muito bom,mais rapido que ja vi,2018-08-31 00:00:00,2018-09-03 13:32:43
6d61a5411b9e9cd49b469a1ca07834c3,006f7dfffe2d90809598e8f1972b829b,2,,Demorou para entregar e quando chegou veio errado. ,2018-04-06 00:00:00,2018-04-17 23:03:40
5ef54aacd02622d2d1fefaaf539b939b,003d0634280ff3d1d3a54459349a6899,3,,,2018-03-28 00:00:00,2018-03-29 02:13:16
aed38a2c5cc4f1e9d707556d60db0289,00a690becda145533fa5a54daa7b6ad5,5,,fiquei muito satisfeita o produto e bom excelente qualidade ... ficou lindo no quarto de meu filho .,2018-04-25 00:00:00,2018-05-01 14:56:03
b5c9aa83935388c89bd9b1b2ce6d1439,0013503b13da1eac686219390b7d641b,5,,,2017-12-21 00:00:00,2017-12-24 05:03:01
164fba09ca80765e400c72749b58c267,001862358bf858722e1e2ae000cfed8b,5,,"Adorei, compro novamente!",2018-02-16 00:00:00,2018-02-20 14:11:32
56e149fcba180f05e328035ab79ecdc6,012670c73246a753cbde0a215c2b9e8f,1,,,2018-04-06 00:00:00,2018-04-06 21:41:24
dbf71f79f088d589caaac656b426eab8,00a57dfbb049fbaae10763e2cf15f797,5,,,2018-07-31 00:00:00,2018-08-03 11:41:30
0501aab2f381486c36bf0f071442c0c2,0068c109948b9a1dfb8530d1978acef3,1,,Espero obter uma resposta para minha encomenda. Comprei 3 controles remotos para ar condicionado e apenas recebi 1 controle Komeco e dos 2 controles Elgin pedidos e pago só foi entregue 1 controle Elg,2018-02-09 00:00:00,2018-02-10 23:55:18
eb164f6c5cf6b85214360131fdfcbbf0,005b49de51a4e006055e8487a50ad8e4,5,,,2017-04-28 00:00:00,2017-04-30 22:46:37
8a80875f1c32524e4563986f4c23d256,00f324f6ec332cd73ef8be4888573662,4,,,2017-07-18 00:00:00,2017-07-21 23:34:53
27abf489a0e46ad7dfa4dbdac61b188c,0045e3085f083f0f38d24bb3f22e6593,5,,,2017-08-30 00:00:00,2017-09-02 06:07:39
1dff5e5a748ad2a527ffc95391b0f835,014a0793ab3d930d6f3b206cee474af4,5,,,2018-06-28 00:00:00,2018-06-30 16:37:11
4be0fcb2fc18e0da288ad4f45c38059e,00b30bb163474583c14db1689259cf4d,5,,Recomendo!!,2018-02-18 00:00:00,2018-02-21 01:43:34
e55576d791c76ff5ab2549c700d1405b,00e1426d4c79f2e022570012c1ff57ed,4,,,2018-04-06 00:00:00,2018-04-07 16:11:37
ac7f5de1bea97d48a4a4ba7c0edcaa53,01428962dce3b65e5433eaeb16c0f48f,5,,"Bom preço, qualidade e entrega rápida!",2017-08-01 00:00:00,2017-08-04 04:04:09
f7bbac6b6901d7636435ea406a856e34,0017afd5076e074a48f1f1a4c7bac9c5,1,,,2017-05-21 00:00:00,2017-05-21 11:30:42
d74c41005aac6736c5c6582001800e9f,00eb7b95af5ed25aaec66d4ff5295846,4,,"Otimo atendimento, produto entregue bem antes do prazo estipulado, mto bom.",2018-01-16 00:00:00,2018-01-16 16:29:41
6eb443894e0de3ac2d3dba4d96b9ff73,010061e3aa0c6ed5e393dda0652bbee8,4,,,2017-11-25 00:00:00,2017-11-27 13:08:32
b7a1de28d1001f594fc6a0c05d5018f3,008c3a655c66f4d92370d0d422732f69,4,,,2018-03-10 00:00:00,2018-03-11 15:42:42
0b1616a4aacf1b403171d85d24fb42f8,00b8d354b36820e9d6131fd5173c5581,5,,,2018-03-09 00:00:00,2018-03-10 14:20:56
aee1f5bdfc0f44fd54ec0567f0dcf73d,00995d799817ecc3bd2abd8fbe59c430,1,Produto errado,Pedi um produto e veio outro ,2018-08-03 00:00:00,2018-08-08 16:44:44
4ff9a24999699f7104ed23fec2563351,00130c0eee84a3d909e75bc08c5c3ca1,5,Super Recomendo,"Produto entregue adequadamente e muito rápido, gostei muito do serviço.",2018-06-14 00:00:00,2018-06-14 19:50:09
47b7815d496aab56fdb2a2f2fd11571e,0081ce648af7d6a7bac2a93b6035d1e3,5,,,2017-11-23 00:00:00,2017-11-23 15:37:38
6d3234ab820cd1d7b0e74a4b80292613,009ac365164f8e06f59d18a08045f6c4,5,,,2017-11-30 00:00:00,2017-12-03 11:20:35
8a8cd62f1260f732c65c5e2ac41e7e23,00324b3eda39ba5ecce3945823e3594c,5,,,2018-05-04 00:00:00,2018-05-06 01:41:52
0a3cb710b3835621f7bf78d6a928f4a8,0135675503322d804abef7ec5ed4824b,5,,,2017-10-31 00:00:00,2017-11-03 01:12:57
ea0cadbfcf623003add6a407d65bab59,0068468c453d28c8ef3fd089e50a5847,5,,"Antes do prazo, porem tive de pegar nos Correios, pois eles não entregaram em casa ",2017-12-15 00:00:00,2017-12-17 17:21:03
27ba5e7f4fb966a3caaae8c0a3a208b7,0072847849eafe70995fa51a714c81ac,4,Recomendo!!,Muito bom Produto!!,2018-05-23 00:00:00,2018-06-01 22:15:15
fe1711409007a1243f6fa3a1118d416c,00137e170939bba5a3134e2386413108,4,,,2017-12-12 00:00:00,2017-12-13 11:08:31
6d1c23083e960eaa5daa7505e8aa7071,002f98c0f7efd42638ed6100ca699b42,5,,,2017-08-08 00:00:00,2017-08-08 23:26:12
ceb8edcfc6a17b16926b7c9acb47abcf,006e05e81c068ddc38e48ebe189b922e,4,,Atendeu minhas expectativas ,2018-01-04 00:00:00,2018-01-05 00:02:42
fb438ee1afd42dc7a34710a4d343917b,0030d783f979fbc5981e75613b057344,1,,"Comprei dois produtos no mesmo dia, sexta-feira de black friday, no início de dezembro. O jogo de panelas tramontina chegou dentro do prazo, que era até o dia 11-12, mas a pipoqueira ainda não chegou.",2017-12-17 00:00:00,2017-12-19 20:26:21
585ae31deac2a4bcbb0c492191ee4f0e,01443cd06ea8bce82c554a46f307459f,1,,,2018-02-04 00:00:00,2018-02-05 12:02:37
3cce888781bea8e04014b3aaa9c78216,00ce92d57f4f9a112bdb8a2a283e5f97,5,,,2018-02-08 00:00:00,2018-02-09 09:37:22
a0f0f24f65b20b8fde6881d67556f99c,00d1e381c0995f0bdb95909fe7434d0b,5,,,2018-04-03 00:00:00,2018-04-03 21:52:01
6faf6c258bcb87ff83f8062953e11ea3,012f255bd5034b8e7fb3c91566a91cc8,5,,,2017-10-10 00:00:00,2017-10-13 08:15:23
90033a3865e39835ba7e8526f6c8f3de,003edccf16bc5ec447f592913b3df2b4,5,Bom ,Ótimo ,2018-08-03 00:00:00,2018-08-04 09:10:16
77e0edd9f898d8667be3a63d802c1021,00b4a910f64f24dbcac04fe54088a443,5,,Tudo ok,2017-01-27 00:00:00,2017-01-29 21:31:09
98e4cdb3ea9aa0ffdc9a23c6e1085654,0136bcc7370d7fdf44bd916a6dd583c6,3,,,2018-06-07 00:00:00,2018-06-09 03:38:00
d904b3ccf28b6fd01fcb7c3eb6ff46df,00e63486fad9d24645c9c84ed77c15fa,5,,,2018-08-21 00:00:00,2018-08-22 01:20:24
94d8730e5cc750ee619bc09794341c42,00e365f4fc03d1098841af23d05c17a6,5,"Excelente, recomendo",Ótimo produto,2018-08-30 00:00:00,2018-08-30 22:23:09
5fcfab15e41dec56d42c883a668635a3,00b6e66f005a657a6b13eedcacdf9342,1,ENTREGA DESASTROSA,"Comprei 2 (dois) Tablet Qbex Zupin TX120 7"" 4GB Dual Core Android 4.2 Preto e recebi apenas 1 (um). A nota fiscal apresenta 2 unidades, mas na caixa lacrada só havia 1 (um). Me considero roubado.",2018-08-22 00:00:00,2018-08-22 19:03:04
282ec15daab81bd9afe2452fa0ee7b39,0015ebb40fb17286bea51d4607c4733c,5,,,2018-02-02 00:00:00,2018-02-03 09:38:42
a96a757f169ded9f72fc4f3c03750d60,0057199db02d1a5ef41bacbf41f8f63b,4,,,2018-02-07 00:00:00,2018-02-08 11:17:47
b3f7ebc4210047dbed7e9baeb35eb031,0094dc9ea7e3cd54d95aea42685673ff,4,,,2017-03-15 00:00:00,2017-03-16 15:19:31
a5f8ba2a5bba6457fc5edfd182710120,00c2335723b9b74668062e946dc66621,5,,Entregue antes do prazo e material de boa qualidade... recomendo,2018-01-10 00:00:00,2018-01-10 18:29:23
bef8f895661652ee0f5dbc2626864df3,001c85b5f68d2be0cb0797afc9e8ce9a,2,,,2017-12-16 00:00:00,2017-12-20 21:03:14
11b501537e4927eec81488bec55ddd17,008eaf9004164883520d0bd32b107261,5,,foi otimo,2017-07-22 00:00:00,2017-07-25 20:29:03
07e385a690072bdf90e3ee7a12e31e37,010d14f76a229c295260e4ca4744acc7,5,,,2017-12-19 00:00:00,2017-12-20 00:50:14
5505c1cce299b1e0b3f8e4b428417362,0008288aa423d2a3f00fcb17cd7d8719,5,,,2018-02-27 00:00:00,2018-03-02 10:20:40
f7a702f98546f133f23a5922c7c1be20,00e054d0da011d5016f31011af488f4f,4,,,2018-04-07 00:00:00,2018-04-09 03:06:10
d2e01c5597d53456f703db053fa18c63,00a3f1ef430d3984dece2f39d6cbf431,5,O ótimo,"Gostei muito da panela e do vendedor chegou no prazo
",2018-06-07 00:00:00,2018-06-13 17:22:45
7750f9537fc21016d9392ef19661e745,003822434f91204da0a51fe4cf2aba18,5,,,2018-06-20 00:00:00,2018-06-20 17:35:34
e1633376d97c88798ae6f064e4577b98,00f621226c6f4e938348f6f3a71fdc62,5,,,2018-05-18 00:00:00,2018-05-20 13:39:39
561e2666963db41f0c7058dbd85e688f,00975e709cd12c34d3bd44e4a7f7a876,5,,"Tudo ok
",2017-08-24 00:00:00,2017-08-25 18:02:11
d3bc49c36329401e4f845faf9bb6742c,003a94f778ef8cfd50247c8c1b582257,1,,,2018-08-17 00:00:00,2018-08-17 11:30:40
e6e8d985b47a7680bbe8733322683a9a,01422b2c3c27fa3bc464e72eaed9676b,5,,,2018-04-19 00:00:00,2018-04-23 11:17:32
7bbf48933446bc2b6603e1c6fc539ebf,008fab5602c441d51f30b1464f5d4643,5,,,2017-03-04 00:00:00,2017-03-06 00:23:32
43342ac2ebc87d4c1ab43b29e5e41c43,01442602b15d4127a84ca6ac1507ee2d,4,Muito bom,O relógio é ótimo e bonito,2018-08-07 00:00:00,2018-08-09 16:28:27
6e9d54a085eeac8bf6033af7e48d3bba,00e0bac9f6306d8269770acf4ee4b027,3,,,2018-03-27 00:00:00,2018-03-27 16:23:23
fc99f9b6c3693f9326603f9449ab9ee3,0055b77cca3186676c147f532dd2547b,5,,,2018-03-08 00:00:00,2018-03-12 19:42:38
f58325a189b533108ea7141e53ee15ba,003423b755b562962a6225a8de40d12e,3,,,2018-07-25 00:00:00,2018-07-26 23:22:47
08af1a16cca5edd546f4a10b6e87af2e,00125cb692d04887809806618a2a145f,5,,"produto como descrito, satisfeitíssima com a compra.",2017-04-08 00:00:00,2017-04-13 16:42:37
31dd0ceb4410f4cc60d60cfcebfb74f0,006c42f310102c1910b3c5793ce5fc34,5,,,2018-08-16 00:00:00,2018-08-19 12:19:20
ca96cd096375d4c74d0ca1e5cea64e8c,0046176ff0dbc2a178b7885355dfbb71,5,,Produto entregue prazo ,2018-06-05 00:00:00,2018-06-05 21:46:04
4a1c0ecf94443cfa6ff94905bc41cd92,003f9bcc09427647c4b9d361a523545b,5,,Chego antes do previsto bem embalado e do jeito que eu pedi,2018-02-09 00:00:00,2018-02-09 21:58:55
55188756932534d499d5ed1f7b996b28,008f831b7185cff7ab35a46c37d64cd2,5,,,2018-07-08 00:00:00,2018-07-11 12:26:20
7f002c0ea8eab081c295155138f964e7,002f16b7bc4530031b7d90f791b12d8a,5,,,2018-07-07 00:00:00,2018-07-08 00:15:34
7775d17dd35ceb9832b77c6d03e0900a,014872cb0c4fc7695c70484966baa65c,5,,,2018-03-17 00:00:00,2018-03-19 12:19:55
f80fb2b2524681de2aab812fe10ea057,00f2a3509bd600bd1a06a48353788d93,5,,,2018-03-02 00:00:00,2018-03-02 21:30:55
78412bf6c796b43df999fd87750d28ea,002175704e8b209f61b9ad5cfd92b60e,4,Recomendo,Produto como descrito. Mas não gostei pq o som do alarme é muito baixo.. ,2018-05-03 00:00:00,2018-05-06 13:42:10
48a82d740f73ba519ee5faa66c72bc7f,0081ab2c99dc85945c28926b77dc6960,2,,"Pedi HD 500 GB SATA Notebook Samsung R520

1 unidade - R$ 269,00 cada

 
E recebi Hdd 2,5 Notebook / Desktop Seagate St500lm030 Barracuda 500gb 5400rpm 128mb Sata 6gb/s",2018-02-20 00:00:00,2018-02-21 00:14:15
714b8f899b9e039e4fb59ff083935f67,00a174dbf11967d260033fa6ab711493,1,,"Produto chegou quebrado, em uma avaliação inicial nos pareceu ser uma embalagem que não garante a integridade de um produto feito em vidro.",2017-12-20 00:00:00,2017-12-20 22:22:56
91f9113ebcc5de9c0d8f9e6ab3e25ed2,0045f5225a96ef46630701167528fdcb,5,,,2018-06-19 00:00:00,2018-06-20 14:15:41
ec02e8b5acd431a4db9e1f5f712dc732,0071ee2429bc1efdc43aa3e073a5290e,4,,,2018-02-01 00:00:00,2018-02-02 12:46:16
5e8cf40b4400760c62e1a3e99683c0c9,013b811ba81339b7634ab5231c547e6a,4,,Bom produto ,2017-11-02 00:00:00,2017-11-03 18:27:12
fdb58742d2820b140b7b8d52bc11535c,00e5b655df1cc911466758210325c67c,5,,,2017-07-19 00:00:00,2017-07-20 11:19:08
bb9c485f8e2dd38a3af6f38187144722,006127b8b9a1681a982313ed7129c3c0,5,,"vou comprar de novo , gostei e é excelente os produtos obrigado!",2018-03-21 00:00:00,2018-04-05 17:13:26
17d188bc5eb7c658e6fa39f5f35c23c2,00c9d9e61ed13f5bf2f0344da1aa4775,4,,,2017-03-07 00:00:00,2017-03-08 13:05:23
e6514bfb990b35522784418f8e227ae8,00bcee890eba57a9767c7b5ca12d3a1b,3,,Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.,2017-07-28 00:00:00,2017-07-29 17:41:45
29a36b1d233f0c446decbb5b894bf5c9,00750f68bb64537034e93554c64b41b5,5,,,2017-11-15 00:00:00,2017-11-19 17:03:41
51b9186876d4708a91786f8517fe7106,000c3e6612759851cc3cbb4b83257986,5,,Recebi td certinho antes do prazo! ,2017-08-20 00:00:00,2017-08-20 19:56:31
3e12fadf24ff72a1e094490784f57a3e,00d831d5c3ea03b7cd6f883ad799c7e4,5,,,2018-03-18 00:00:00,2018-03-20 12:29:53
e66cfd879876752a96f9c035dbde8e88,004ca5ae248069d68e8594df8abf6ce0,5,Obrigada,"Adorei meu produto, e chegou tudo perfeitamente ",2018-06-16 00:00:00,2018-06-17 20:23:06
83ee902798f9036d41037dfae704a80d,00ea33f994bec0bbfda582074083ae12,1,,,2018-07-01 00:00:00,2018-07-24 02:35:56
6ff0c3b38706728bce8d7f1390fba9be,010efe60bdadc9261d1902f3c1dda5f3,4,Recomendo,"O produto atendeu as minhas expectativas, recomendo aos interessados!",2018-06-16 00:00:00,2018-06-18 10:41:42
8928004690de207823c49726ee9d53df,00921e4911895b93c7b4fc0d80c0815e,5,,,2018-06-21 00:00:00,2018-06-25 14:09:28
e6c8f2ab517ef19dd0a02a771fecc827,008a40c2b8b21893e04945ce58854b55,1,,Esperando o produto para avaliar ,2018-05-09 00:00:00,2018-05-09 21:20:32
2a74b0559eb58fc1ff842ecc999594cb,0035246a40f520710769010f752e7507,5,,"Estou acostumada a comprar produtos pelo baratheon. Super confiável, transparência, qualidade e agilidade. Super recomendo.",2017-08-25 00:00:00,2017-08-29 21:45:57
68b49cfcd9420c6ad09af97ea8268e7c,001ab0a7578dd66cd4b0a71f5b6e1e41,4,,Loja rápida na entrega. Só houve um incidente pelo fato de não vim o produto escolhido e sim um similar.,2018-01-18 00:00:00,2018-01-25 03:07:10
5b3b77da45b1f53831324a3362e14d41,00f5fbdc777e8198c1ee008122e28ae3,4,,,2017-08-11 00:00:00,2017-08-11 16:09:46
5e4e50af3b7960b7a10d86ec869509e8,00048cc3ae777c65dbb7d2a0634bc1ea,4,,,2017-05-23 00:00:00,2017-05-24 19:00:09
ab30810c29da5da8045216f0f62652a2,013056cfe49763c6f66bda03396c5ee3,5,,,2018-02-22 00:00:00,2018-02-23 12:12:30
f72cb5a49cf65547bcf2889d2285270d,0124e0c5bfae1979838a91e47df53f14,4,,,2018-02-16 00:00:00,2018-02-16 22:30:23
644926b134945775fcc996aec98f3680,010ff1cfe12f3094577e72b7bcecdf98,3,,Comprei um produto e veio faltando na entrega... ,2017-10-20 00:00:00,2017-10-23 23:17:06
fcec1f83cec286d398e21eec6e29ef7d,00e7aeced1d61792368ec7bf8b967a90,4,,,2017-05-05 00:00:00,2017-05-06 12:58:49
8d697839be8221452e9d4f96347d0612,0148d3df00cebda592d4e5f966e300cc,1,,PRODUTO NÃO RECEBIDO,2017-09-13 00:00:00,2017-09-13 16:23:19
72bd80534b0e73c14829319464e72cdc,0066a1fdaee16ad5022c5ef979d0b661,5,,,2018-06-17 00:00:00,2018-06-19 23:25:15
e580b8c03cc6c1cd55ae874f699842f2,014e36af18c280a94d880a16b2f00713,5,,"muito bom, rápido como sempre",2017-11-10 00:00:00,2017-11-10 19:15:10
0b85533916886ec08bc515ba160ce0c4,00f1bb0af030935db1745ee28367ea26,1,,,2018-08-19 00:00:00,2018-08-21 17:47:23
14f0810885e1daa91bb78878cba6da41,0029c5db35ef291ce99d1262012e7daa,4,,,2018-08-31 00:00:00,2018-09-03 00:48:34
05963dcfbde31057b421fcff02bb4da9,0119e98feb97441cb456c010c25b04ff,5,,"Entrega muito antes do previsão. Produto na validade legal e em perfeito estado. Excelente.
",2018-02-01 00:00:00,2018-02-02 14:11:32
8f81195f65aa1adb005c86f7931e8589,012f29911fcd2f1209d937741a6bbc6f,5,,,2017-05-23 00:00:00,2017-05-24 17:31:17
88b8b52d46df026a9d1ad2136a59b30b,00e7ee1b050b8499577073aeb2a297a1,4,,,2017-05-26 00:00:00,2017-05-30 22:34:40
b395c14e0be3c47632ab3a9ecf0e8201,00c42b1633c1b2fa4e937bf312466561,5,,,2018-02-09 00:00:00,2018-02-09 23:31:14
3f9a735e3351a7b5159a4d1691a0b9b2,0035c0b07126fe9c24a325216fb96064,4,,,2017-12-08 00:00:00,2017-12-09 02:28:07
708d3528f7c13301bdad8f80b845ea64,006df90050498994d670b40da4651d22,5,,,2018-08-16 00:00:00,2018-08-17 12:05:23
4155833440f10909211f327371428bd6,00a12754417a49a9dec20361849aa917,4,Recomendo,,2018-05-11 00:00:00,2018-05-17 00:34:10
1bbfd50bad517dbeb993926d510272b5,00a4d94df1c9757661679b2f4bd6d311,5,Ótimo,Ótimo,2018-05-08 00:00:00,2018-05-10 13:48:59
7e92c32ae297ef950ee69781d9f1760c,00061f2a7bc09da83e415a52dc8a4af1,5,,"A caixa do produto veio com uma pequena avariação, mas de resto veio perfeito...",2018-03-30 00:00:00,2018-03-30 04:04:56
59042599ce5a42dfa44c02948b5c46b2,00ceda91cb2ded8570ca73e70571740a,4,,,2018-02-17 00:00:00,2018-02-19 18:19:12
62696170537b9f2033e80ddbf5667bf1,00fdb72e467da6f3b000b19b368a6cf6,5,,,2017-11-01 00:00:00,2017-11-01 22:35:13
8278f8f8baf225cb959254c4c73568f3,005f25968fc854ea16fb16f5bdbc87c7,5,,Adorei como sempre entrega rápida e produto ótima qualidade. ,2018-03-21 00:00:00,2018-03-21 23:26:32
28352065da2a697da1f83e4a128f64ad,00af3d9ddff7f256e83d79247dbe1a9f,5,,,2018-03-08 00:00:00,2018-03-11 04:22:36
b0c6af585a16552e3ac5b441271c907c,009e11afa25aa95ae78e60a793995c9b,5,,,2017-11-01 00:00:00,2017-11-02 12:42:33
89a02c45c340aeeb1354a24e7d4b2c1e,0035246a40f520710769010f752e7507,5,,,2017-08-29 00:00:00,2017-08-30 01:59:12
809f1ce4510bc2fb5d1b94610e529c7c,012a238ab54294a3b365812ccc82b135,4,,Chegou antes do prazo.,2017-09-20 00:00:00,2017-09-21 18:48:01
28838057a89892189cccbde97e7d80ca,00b4c651133c06fb175123a492f1cac3,4,,Entrega muito rápida.,2018-08-24 00:00:00,2018-08-26 18:41:21
fdae91f394183e7509686b6001b769e2,008d9bf350ff02ed444b3452cf3f57e0,5,super recomendo,Extrema pontualidade e ótimo produto.,2018-06-14 00:00:00,2018-06-15 15:14:27
974e17569a12138629ff031e5982e32b,0044c6f6d22dd280534344177c81b989,4,,,2018-06-05 00:00:00,2018-06-06 14:24:23
dd71360a5cfbdf6fabf5bff418e3513e,00664284de7a3470d22931ed78615ee4,4,,,2017-10-04 00:00:00,2017-10-05 02:01:26
181558c031e9a0df40cee5e873eb379d,00f6ac4816d12f49026b09f2aa77d15f,3,,"BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",2018-08-14 00:00:00,2018-08-14 20:35:57
b4e8ec7012eef81503df0e1e6c65f281,00588f5f20fee630b83d4709e0a42715,1,,"Recebi o produto, porém, veio com defeito. Não funciona, nem se quer liga. Já comprei vários produtos pela Internet, inclusive das Lojas lannister. Estou insatisfeito com este q comprei. ",2017-08-31 00:00:00,2017-09-03 17:29:44
3b9a423bdbe8734ddfeb09bced16e5d9,000e562887b1f2006d75e0be9558292e,3,,Bom produto,2018-03-13 00:00:00,2018-03-13 23:03:22
787a452b54147f8f64737b1e040234af,0009c9a17f916a706d71784483a5d643,4,,,2018-05-01 00:00:00,2018-05-01 21:14:43
13de33fd67cb2f1a941f7a0cd217d577,0025081dcf9330f9a5052ae82c6ce396,5,,,2018-04-06 00:00:00,2018-04-07 11:41:49
9d69d3d0d3cebcc39eeadb453905388f,002691433f09002ac9ca0c4e8dbb8ead,5,,Chegou e está OK.,2017-02-08 00:00:00,2017-02-11 13:47:50
7b07bacd811c4117b742569b04ce3580,00018f77f2f0320c557190d7a144bdd3,4,,,2017-05-13 00:00:00,2017-05-15 11:34:13
1e364417d579f43eb3ea4f4eafe289db,002af7fa9eb99d1456bceb6a13d6fc0b,4,,ok,2018-03-13 00:00:00,2018-03-23 22:20:28
6b2b6be95a8f710afbba4f3d8f6bd642,00f1c7c1542f5f86c3091749d9e939d8,5,,"Amei produto mt bom, nao sao todos pinceis cerdas naturais mais a maioria eh. Adorei alta qualidade os pinceis to apaixonada ",2017-12-27 00:00:00,2017-12-27 20:39:23
